"CustomerKey","MaritalStatus","Gender","Education","Occupation","HomeOwner","Country","SpendBand"
1847,"S","F","Partial College","Clerical","Yes","Germany","LowSpend"
1848,"M","M","Bachelors","Skilled Manual","Yes","United Kingdom","MediumSpend"
1849,"M","F","Bachelors","Skilled Manual","Yes","United Kingdom","MediumSpend"
1850,"S","M","Partial College","Clerical","Yes","France","LowSpend"
1851,"S","M","High School","Manual","No","Germany","LowSpend"
1852,"S","F","High School","Manual","Yes","France","LowSpend"
1853,"S","F","Partial College","Clerical","Yes","Germany","LowSpend"
1854,"M","F","Bachelors","Skilled Manual","Yes","United Kingdom","MediumSpend"
1855,"M","M","Bachelors","Skilled Manual","Yes","United Kingdom","MediumSpend"
1856,"M","M","Bachelors","Skilled Manual","Yes","United Kingdom","MediumSpend"
1857,"M","F","Bachelors","Skilled Manual","Yes","United Kingdom","MediumSpend"
1858,"M","M","Bachelors","Skilled Manual","Yes","United Kingdom","MediumSpend"
1859,"S","F","Partial College","Clerical","Yes","Germany","LowSpend"
1860,"S","F","Partial College","Clerical","Yes","United Kingdom","LowSpend"
1861,"M","F","Bachelors","Skilled Manual","Yes","United Kingdom","MediumSpend"
1862,"M","F","Bachelors","Skilled Manual","Yes","United Kingdom","MediumSpend"
1863,"S","F","Partial College","Clerical","Yes","France","LowSpend"
1864,"S","M","Partial College","Clerical","Yes","Germany","LowSpend"
1865,"S","F","Partial College","Clerical","Yes","United Kingdom","LowSpend"
1866,"M","F","High School","Manual","No","United Kingdom","LowSpend"
1867,"S","F","Partial High School","Manual","Yes","France","LowSpend"
1868,"S","F","Partial High School","Manual","Yes","Germany","LowSpend"
1869,"S","F","High School","Manual","No","France","LowSpend"
1870,"M","F","High School","Manual","No","France","LowSpend"
1871,"S","M","Partial High School","Manual","No","Germany","LowSpend"
1872,"S","F","Partial College","Clerical","No","United Kingdom","LowSpend"
1873,"S","F","Partial College","Clerical","No","Germany","LowSpend"
1874,"S","F","Partial High School","Manual","No","United Kingdom","LowSpend"
1875,"S","F","Partial High School","Manual","No","United Kingdom","LowSpend"
1876,"S","F","Graduate Degree","Skilled Manual","Yes","United States","MediumSpend"
1877,"M","M","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1878,"M","M","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1879,"M","M","High School","Skilled Manual","Yes","United States","HighSpend"
1880,"M","M","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1881,"S","M","Graduate Degree","Skilled Manual","No","Canada","HighSpend"
1882,"S","F","Graduate Degree","Skilled Manual","Yes","United States","MediumSpend"
1883,"M","M","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1884,"S","F","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1885,"S","F","Graduate Degree","Skilled Manual","Yes","United States","MediumSpend"
1886,"M","M","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1887,"S","F","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1888,"M","M","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1889,"M","F","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1890,"M","M","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1891,"M","M","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1892,"M","F","Graduate Degree","Skilled Manual","Yes","United States","HighSpend"
1893,"M","M","Graduate Degree","Skilled Manual","Yes","Canada","HighSpend"
1894,"M","F","Graduate Degree","Professional","Yes","United States","MediumSpend"
1895,"M","F","Graduate Degree","Professional","Yes","United States","MediumSpend"
1896,"M","F","Bachelors","Skilled Manual","Yes","Canada","HighSpend"
1897,"M","F","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1898,"M","F","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1899,"M","F","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1900,"M","F","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1901,"M","M","Graduate Degree","Professional","Yes","United States","HighSpend"
1902,"M","M","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1903,"S","F","Bachelors","Skilled Manual","Yes","Canada","HighSpend"
1904,"S","F","Bachelors","Skilled Manual","Yes","Canada","HighSpend"
1905,"M","M","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1906,"M","F","Graduate Degree","Professional","Yes","United States","HighSpend"
1907,"M","M","Graduate Degree","Professional","Yes","United States","HighSpend"
1908,"M","F","Graduate Degree","Professional","Yes","United States","MediumSpend"
1909,"M","M","Graduate Degree","Professional","Yes","United States","HighSpend"
1910,"M","F","Graduate Degree","Professional","Yes","United States","HighSpend"
1911,"M","M","Graduate Degree","Professional","Yes","United States","HighSpend"
1912,"S","M","Graduate Degree","Professional","Yes","United States","MediumSpend"
1913,"S","F","High School","Skilled Manual","Yes","United States","HighSpend"
1914,"M","M","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1915,"S","F","Bachelors","Professional","No","Canada","HighSpend"
1916,"S","F","Bachelors","Professional","No","United States","HighSpend"
1917,"M","F","Graduate Degree","Professional","Yes","Canada","HighSpend"
1918,"M","F","Graduate Degree","Professional","Yes","United States","HighSpend"
1919,"M","F","Graduate Degree","Professional","Yes","United States","HighSpend"
1920,"S","M","Bachelors","Skilled Manual","No","Canada","HighSpend"
1921,"S","F","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1922,"S","M","Bachelors","Skilled Manual","No","United States","HighSpend"
1923,"S","F","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1924,"S","M","Bachelors","Skilled Manual","Yes","United States","MediumSpend"
1925,"M","M","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1926,"M","F","Graduate Degree","Professional","Yes","United States","HighSpend"
1927,"M","F","Graduate Degree","Professional","Yes","United States","HighSpend"
1928,"M","F","Graduate Degree","Professional","Yes","United States","HighSpend"
1929,"M","F","Graduate Degree","Professional","Yes","Canada","HighSpend"
1930,"M","F","Graduate Degree","Professional","Yes","United States","MediumSpend"
1931,"M","F","Graduate Degree","Professional","Yes","United States","HighSpend"
1932,"S","F","Graduate Degree","Professional","Yes","United States","HighSpend"
1933,"M","M","Graduate Degree","Professional","Yes","United States","MediumSpend"
1934,"M","M","Graduate Degree","Professional","No","United States","HighSpend"
1935,"S","M","Graduate Degree","Professional","Yes","United States","HighSpend"
1936,"M","M","Graduate Degree","Professional","Yes","United States","HighSpend"
1937,"S","F","Bachelors","Professional","Yes","Canada","HighSpend"
1938,"S","F","Bachelors","Professional","No","United States","MediumSpend"
1939,"S","M","Bachelors","Professional","No","United States","MediumSpend"
1940,"S","M","Bachelors","Skilled Manual","Yes","Canada","HighSpend"
1941,"M","M","Bachelors","Skilled Manual","Yes","United States","MediumSpend"
1942,"S","F","Bachelors","Skilled Manual","Yes","United States","MediumSpend"
1943,"S","F","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1944,"S","M","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1945,"M","M","Bachelors","Skilled Manual","Yes","Canada","HighSpend"
1946,"M","F","Graduate Degree","Professional","Yes","Canada","HighSpend"
1947,"M","M","Graduate Degree","Professional","Yes","United States","MediumSpend"
1948,"S","M","Bachelors","Professional","No","United States","MediumSpend"
1949,"M","M","Bachelors","Skilled Manual","Yes","United States","HighSpend"
1950,"S","F","Bachelors","Skilled Manual","Yes","United States","MediumSpend"
1951,"S","F","Bachelors","Skilled Manual","Yes","United States","MediumSpend"
1952,"S","M","Bachelors","Professional","No","United States","HighSpend"
1953,"S","F","Bachelors","Professional","No","United States","HighSpend"
1954,"S","F","Graduate Degree","Professional","Yes","United States","HighSpend"
1955,"M","M","Bachelors","Professional","No","United States","MediumSpend"
1956,"S","F","Bachelors","Professional","Yes","United States","HighSpend"
1957,"S","M","Bachelors","Professional","Yes","United States","MediumSpend"
1958,"S","F","Bachelors","Professional","No","United States","HighSpend"
1959,"S","F","Bachelors","Professional","No","United States","MediumSpend"
1960,"S","F","Bachelors","Professional","Yes","Canada","MediumSpend"
1961,"S","F","Bachelors","Professional","No","United States","HighSpend"
1962,"M","F","Partial College","Skilled Manual","Yes","United States","HighSpend"
1963,"M","F","Partial College","Skilled Manual","Yes","United States","MediumSpend"
1964,"M","M","Partial College","Skilled Manual","Yes","United States","MediumSpend"
1965,"M","M","Partial College","Skilled Manual","Yes","Canada","HighSpend"
1966,"M","M","High School","Skilled Manual","Yes","United States","HighSpend"
1967,"M","M","High School","Skilled Manual","Yes","United States","HighSpend"
1968,"M","M","High School","Skilled Manual","Yes","United States","MediumSpend"
1969,"M","F","Partial College","Skilled Manual","Yes","United States","MediumSpend"
1970,"M","M","High School","Skilled Manual","No","Canada","HighSpend"
1971,"S","F","High School","Skilled Manual","Yes","Canada","HighSpend"
1972,"M","M","Bachelors","Professional","No","United States","HighSpend"
1973,"S","F","Partial College","Skilled Manual","No","Canada","HighSpend"
1974,"S","M","Partial College","Skilled Manual","Yes","United States","HighSpend"
1975,"S","M","Graduate Degree","Professional","Yes","United States","HighSpend"
1976,"S","M","Graduate Degree","Professional","No","United States","HighSpend"
1977,"S","M","Graduate Degree","Professional","No","United States","HighSpend"
1978,"S","F","Graduate Degree","Professional","No","United States","MediumSpend"
1979,"M","F","High School","Skilled Manual","No","United States","LowSpend"
1980,"M","F","Partial College","Skilled Manual","Yes","United States","HighSpend"
1981,"M","M","Graduate Degree","Professional","Yes","United States","HighSpend"
1982,"S","M","Graduate Degree","Professional","Yes","United States","MediumSpend"
1983,"M","F","Partial College","Skilled Manual","Yes","United States","HighSpend"
1984,"M","F","Bachelors","Professional","Yes","United States","HighSpend"
1985,"M","M","Bachelors","Professional","Yes","Canada","MediumSpend"
1986,"M","F","Graduate Degree","Professional","Yes","United States","HighSpend"
1987,"M","F","Graduate Degree","Professional","Yes","Canada","MediumSpend"
1988,"M","F","Graduate Degree","Management","No","Australia","MediumSpend"
1989,"S","F","Graduate Degree","Management","Yes","Australia","MediumSpend"
1990,"M","F","Graduate Degree","Management","Yes","Australia","MediumSpend"
1991,"S","F","Graduate Degree","Management","Yes","Australia","MediumSpend"
1992,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
1993,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
1994,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
1995,"S","F","Graduate Degree","Management","Yes","Australia","MediumSpend"
1996,"M","M","Graduate Degree","Management","Yes","Australia","MediumSpend"
1997,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
1998,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
1999,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
2000,"S","F","Bachelors","Professional","Yes","Australia","MediumSpend"
2001,"M","M","Graduate Degree","Management","Yes","Australia","MediumSpend"
2002,"S","M","Graduate Degree","Management","Yes","Australia","MediumSpend"
2003,"M","M","Graduate Degree","Management","No","Australia","MediumSpend"
2004,"M","F","Graduate Degree","Management","Yes","Australia","MediumSpend"
2005,"M","M","Graduate Degree","Management","No","Australia","MediumSpend"
2006,"M","F","Graduate Degree","Management","No","Australia","MediumSpend"
2007,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
2008,"S","F","Bachelors","Professional","No","Australia","HighSpend"
2009,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
2010,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
2011,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
2012,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
2013,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
2014,"M","M","Bachelors","Professional","No","Australia","HighSpend"
2015,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2016,"S","F","Bachelors","Management","No","United States","HighSpend"
2017,"M","M","Graduate Degree","Management","Yes","United States","HighSpend"
2018,"M","M","Partial College","Skilled Manual","Yes","United States","LowSpend"
2019,"M","M","High School","Skilled Manual","Yes","Australia","LowSpend"
2020,"S","F","Partial College","Skilled Manual","Yes","United States","HighSpend"
2021,"M","M","Partial High School","Clerical","Yes","Australia","LowSpend"
2022,"S","F","Partial College","Clerical","Yes","Australia","LowSpend"
2023,"M","M","Partial High School","Clerical","Yes","Australia","LowSpend"
2024,"S","F","High School","Skilled Manual","Yes","Australia","LowSpend"
2025,"M","M","Partial College","Clerical","No","Australia","LowSpend"
2026,"M","M","Partial College","Clerical","No","Australia","LowSpend"
2027,"S","F","Partial High School","Clerical","Yes","Australia","LowSpend"
2028,"S","M","Partial High School","Clerical","Yes","Canada","HighSpend"
2029,"S","M","Partial College","Skilled Manual","Yes","United States","LowSpend"
2030,"S","F","Partial College","Skilled Manual","No","United States","LowSpend"
2031,"S","F","Partial College","Skilled Manual","Yes","United States","MediumSpend"
2032,"S","M","Partial College","Skilled Manual","No","United States","HighSpend"
2033,"M","M","Partial College","Skilled Manual","Yes","United States","MediumSpend"
2034,"S","M","Partial College","Skilled Manual","No","United States","HighSpend"
2035,"S","F","Partial High School","Clerical","Yes","Australia","LowSpend"
2036,"M","F","Partial College","Clerical","No","Australia","LowSpend"
2037,"S","F","Partial College","Clerical","Yes","Australia","LowSpend"
2038,"M","M","High School","Skilled Manual","No","Australia","LowSpend"
2039,"M","M","Bachelors","Management","No","Australia","MediumSpend"
2040,"S","F","Partial College","Skilled Manual","No","United States","LowSpend"
2041,"M","M","High School","Skilled Manual","Yes","Australia","LowSpend"
2042,"M","M","High School","Skilled Manual","No","Australia","LowSpend"
2043,"M","F","High School","Skilled Manual","Yes","Australia","LowSpend"
2044,"M","F","High School","Skilled Manual","No","Australia","LowSpend"
2045,"M","F","High School","Skilled Manual","No","Australia","LowSpend"
2046,"M","F","High School","Skilled Manual","Yes","Australia","LowSpend"
2047,"M","M","High School","Skilled Manual","Yes","Australia","LowSpend"
2048,"M","M","Partial College","Clerical","No","Australia","MediumSpend"
2049,"M","F","Partial College","Skilled Manual","Yes","Australia","MediumSpend"
2050,"M","F","Partial College","Skilled Manual","No","Australia","MediumSpend"
2051,"M","M","Partial College","Skilled Manual","No","Australia","MediumSpend"
2052,"S","M","Partial College","Skilled Manual","No","Australia","MediumSpend"
2053,"S","M","Partial College","Skilled Manual","No","United States","MediumSpend"
2054,"S","M","Partial College","Skilled Manual","No","United States","MediumSpend"
2055,"M","M","Partial College","Skilled Manual","Yes","United States","MediumSpend"
2056,"S","M","High School","Skilled Manual","Yes","United States","LowSpend"
2057,"S","F","High School","Skilled Manual","Yes","United States","LowSpend"
2058,"S","F","High School","Skilled Manual","Yes","United States","LowSpend"
2059,"M","M","High School","Skilled Manual","Yes","United States","LowSpend"
2060,"M","M","High School","Skilled Manual","Yes","United States","LowSpend"
2061,"M","M","High School","Skilled Manual","Yes","United States","LowSpend"
2062,"S","M","High School","Skilled Manual","No","United States","HighSpend"
2063,"S","M","High School","Skilled Manual","Yes","United States","HighSpend"
2064,"S","F","High School","Skilled Manual","Yes","United States","HighSpend"
2065,"S","M","High School","Skilled Manual","No","United States","HighSpend"
2066,"S","F","High School","Skilled Manual","No","Canada","LowSpend"
2067,"S","M","High School","Skilled Manual","No","United States","LowSpend"
2068,"S","F","High School","Skilled Manual","Yes","United States","LowSpend"
2069,"S","F","High School","Skilled Manual","No","United States","LowSpend"
2070,"M","M","High School","Skilled Manual","Yes","United States","LowSpend"
2071,"S","F","Partial College","Skilled Manual","Yes","United States","HighSpend"
2072,"M","M","Partial College","Skilled Manual","Yes","Canada","HighSpend"
2073,"S","F","Partial College","Professional","Yes","United States","HighSpend"
2074,"M","F","Partial College","Professional","Yes","United States","HighSpend"
2075,"M","F","Partial College","Professional","Yes","United States","HighSpend"
2076,"M","M","High School","Skilled Manual","No","Australia","MediumSpend"
2077,"S","M","High School","Skilled Manual","No","Australia","MediumSpend"
2078,"S","M","High School","Skilled Manual","No","Australia","HighSpend"
2079,"S","F","High School","Skilled Manual","Yes","Australia","MediumSpend"
2080,"S","M","High School","Professional","No","Australia","MediumSpend"
2081,"S","F","High School","Professional","No","Australia","MediumSpend"
2082,"S","F","High School","Professional","No","Australia","HighSpend"
2083,"S","M","Graduate Degree","Management","Yes","Australia","MediumSpend"
2084,"S","F","Partial College","Professional","Yes","United States","HighSpend"
2085,"S","M","High School","Professional","No","Canada","LowSpend"
2086,"S","M","Partial High School","Skilled Manual","Yes","United States","LowSpend"
2087,"S","M","Partial College","Professional","Yes","United States","HighSpend"
2088,"S","M","Partial College","Professional","Yes","United States","HighSpend"
2089,"S","F","Partial College","Professional","No","United States","HighSpend"
2090,"M","F","Bachelors","Management","Yes","Australia","MediumSpend"
2091,"S","M","Graduate Degree","Management","No","Australia","MediumSpend"
2092,"S","F","Graduate Degree","Management","No","Australia","MediumSpend"
2093,"M","M","Graduate Degree","Management","Yes","United States","HighSpend"
2094,"S","F","Partial High School","Skilled Manual","No","United States","HighSpend"
2095,"M","M","High School","Professional","No","United States","HighSpend"
2096,"S","M","High School","Professional","Yes","Canada","HighSpend"
2097,"M","M","High School","Professional","No","Canada","HighSpend"
2098,"M","M","High School","Professional","No","United States","HighSpend"
2099,"M","M","High School","Professional","No","United States","HighSpend"
2100,"M","M","Partial College","Professional","No","United States","HighSpend"
2101,"M","M","Bachelors","Management","No","United States","HighSpend"
2102,"S","M","Partial College","Professional","Yes","Canada","HighSpend"
2103,"S","F","Partial College","Professional","Yes","United States","HighSpend"
2104,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
2105,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
2106,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
2107,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
2108,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
2109,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
2110,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
2111,"M","M","Partial College","Skilled Manual","Yes","Australia","MediumSpend"
2112,"S","F","Partial College","Skilled Manual","Yes","Australia","MediumSpend"
2113,"S","F","Partial College","Skilled Manual","Yes","Australia","MediumSpend"
2114,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
2115,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
2116,"S","M","Graduate Degree","Management","Yes","Australia","MediumSpend"
2117,"S","M","Graduate Degree","Management","No","Australia","MediumSpend"
2118,"S","F","Graduate Degree","Management","No","Australia","MediumSpend"
2119,"M","F","Partial College","Skilled Manual","Yes","Australia","MediumSpend"
2120,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
2121,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
2122,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
2123,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
2124,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
2125,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
2126,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
2127,"S","F","Bachelors","Professional","No","Australia","HighSpend"
2128,"S","M","Bachelors","Professional","No","Australia","MediumSpend"
2129,"S","F","Bachelors","Professional","No","Australia","MediumSpend"
2130,"S","F","Bachelors","Professional","Yes","Australia","MediumSpend"
2131,"M","M","Bachelors","Professional","Yes","Australia","MediumSpend"
2132,"M","F","Bachelors","Professional","Yes","Australia","MediumSpend"
2133,"S","M","Bachelors","Professional","Yes","Australia","MediumSpend"
2134,"S","M","Bachelors","Professional","Yes","Australia","MediumSpend"
2135,"S","F","Graduate Degree","Management","Yes","Australia","MediumSpend"
2136,"S","M","Partial College","Skilled Manual","Yes","Australia","HighSpend"
2137,"M","F","Partial College","Clerical","No","Australia","LowSpend"
2138,"M","F","Partial College","Skilled Manual","No","Australia","MediumSpend"
2139,"M","F","Partial College","Skilled Manual","Yes","Australia","MediumSpend"
2140,"S","F","Partial College","Skilled Manual","No","Australia","MediumSpend"
2141,"M","F","Bachelors","Management","Yes","Australia","MediumSpend"
2142,"M","M","Bachelors","Management","Yes","Australia","MediumSpend"
2143,"M","M","High School","Skilled Manual","Yes","United States","HighSpend"
2144,"M","F","High School","Skilled Manual","Yes","Canada","MediumSpend"
2145,"S","F","High School","Skilled Manual","No","Canada","HighSpend"
2146,"M","M","High School","Skilled Manual","Yes","United States","HighSpend"
2147,"S","F","High School","Skilled Manual","No","United States","MediumSpend"
2148,"M","M","High School","Skilled Manual","No","United States","LowSpend"
2149,"M","M","High School","Skilled Manual","Yes","Canada","LowSpend"
2150,"M","F","High School","Skilled Manual","Yes","Australia","LowSpend"
2151,"S","F","Partial College","Clerical","Yes","Australia","LowSpend"
2152,"S","M","High School","Skilled Manual","Yes","United States","HighSpend"
2153,"M","F","High School","Skilled Manual","Yes","United States","HighSpend"
2154,"S","M","High School","Skilled Manual","Yes","United States","HighSpend"
2155,"M","M","High School","Skilled Manual","No","United States","MediumSpend"
2156,"M","M","Graduate Degree","Management","Yes","Australia","MediumSpend"
2157,"M","M","Partial College","Clerical","No","Australia","LowSpend"
2158,"M","F","Partial College","Clerical","No","Australia","LowSpend"
2159,"M","F","Bachelors","Management","Yes","Australia","MediumSpend"
2160,"M","M","Bachelors","Management","Yes","Australia","MediumSpend"
2161,"M","M","Graduate Degree","Management","Yes","Australia","MediumSpend"
2162,"M","M","High School","Skilled Manual","Yes","United States","HighSpend"
2163,"S","F","Partial College","Skilled Manual","Yes","United States","HighSpend"
2164,"M","M","Partial College","Skilled Manual","Yes","United States","HighSpend"
2165,"S","F","Partial College","Skilled Manual","Yes","United States","MediumSpend"
2166,"S","M","Partial College","Skilled Manual","No","United States","HighSpend"
2167,"M","M","Partial College","Skilled Manual","No","United States","HighSpend"
2168,"S","M","Partial College","Skilled Manual","No","United States","LowSpend"
2169,"S","F","Partial College","Skilled Manual","Yes","United States","LowSpend"
2170,"S","M","Bachelors","Management","No","United States","HighSpend"
2171,"S","M","Bachelors","Management","Yes","United States","HighSpend"
2172,"S","F","Bachelors","Management","Yes","United States","HighSpend"
2173,"S","F","Bachelors","Management","No","United States","HighSpend"
2174,"M","M","Bachelors","Management","No","United States","HighSpend"
2175,"S","F","Bachelors","Management","No","United States","HighSpend"
2176,"M","M","Bachelors","Management","Yes","Canada","MediumSpend"
2177,"S","M","Graduate Degree","Management","No","United States","HighSpend"
2178,"S","F","Partial College","Skilled Manual","No","United States","HighSpend"
2179,"S","F","Bachelors","Management","Yes","United States","HighSpend"
2180,"M","M","Bachelors","Management","Yes","Canada","HighSpend"
2181,"M","F","Bachelors","Management","Yes","United States","HighSpend"
2182,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2183,"M","M","Bachelors","Management","No","United States","HighSpend"
2184,"M","M","Bachelors","Management","Yes","United States","MediumSpend"
2185,"M","M","Bachelors","Management","Yes","United States","MediumSpend"
2186,"M","M","Graduate Degree","Management","Yes","Canada","MediumSpend"
2187,"M","M","Graduate Degree","Management","No","United States","HighSpend"
2188,"M","M","Graduate Degree","Management","Yes","United States","HighSpend"
2189,"M","M","Graduate Degree","Management","Yes","United States","HighSpend"
2190,"S","F","Graduate Degree","Management","Yes","United States","HighSpend"
2191,"S","M","Graduate Degree","Management","Yes","United States","HighSpend"
2192,"M","F","Bachelors","Management","Yes","United States","HighSpend"
2193,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2194,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2195,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2196,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2197,"M","F","Bachelors","Management","No","United States","HighSpend"
2198,"M","F","Graduate Degree","Management","Yes","Canada","HighSpend"
2199,"M","F","Bachelors","Management","Yes","Canada","HighSpend"
2200,"S","M","Bachelors","Management","No","Canada","HighSpend"
2201,"M","F","Bachelors","Management","No","United States","HighSpend"
2202,"S","M","Bachelors","Management","Yes","Canada","HighSpend"
2203,"S","F","Bachelors","Management","No","United States","MediumSpend"
2204,"S","F","Bachelors","Management","Yes","United States","MediumSpend"
2205,"S","F","Bachelors","Management","Yes","United States","MediumSpend"
2206,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2207,"S","F","Bachelors","Management","Yes","Canada","HighSpend"
2208,"M","M","Bachelors","Management","Yes","United States","MediumSpend"
2209,"S","F","Bachelors","Management","Yes","United States","HighSpend"
2210,"M","F","Bachelors","Management","Yes","Canada","HighSpend"
2211,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2212,"M","M","Bachelors","Management","Yes","United States","MediumSpend"
2213,"M","M","Bachelors","Management","Yes","United States","MediumSpend"
2214,"M","F","Bachelors","Management","Yes","United States","MediumSpend"
2215,"M","M","Bachelors","Management","Yes","United States","MediumSpend"
2216,"M","F","Bachelors","Management","Yes","United States","MediumSpend"
2217,"M","F","Bachelors","Management","Yes","United States","HighSpend"
2218,"S","M","Bachelors","Management","Yes","Canada","HighSpend"
2219,"M","F","Bachelors","Management","Yes","United States","HighSpend"
2220,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2221,"M","F","Bachelors","Management","Yes","United States","MediumSpend"
2222,"M","F","Bachelors","Management","Yes","United States","MediumSpend"
2223,"M","M","Bachelors","Management","No","Canada","HighSpend"
2224,"S","M","Bachelors","Management","Yes","United States","HighSpend"
2225,"M","F","Bachelors","Management","Yes","United States","HighSpend"
2226,"M","M","Bachelors","Management","No","United States","HighSpend"
2227,"M","F","Bachelors","Management","Yes","United States","MediumSpend"
2228,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2229,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2230,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2231,"M","F","Bachelors","Management","Yes","United States","HighSpend"
2232,"M","F","High School","Professional","Yes","Canada","HighSpend"
2233,"S","F","Partial College","Professional","Yes","United States","HighSpend"
2234,"M","M","Partial College","Professional","Yes","United States","HighSpend"
2235,"S","M","Partial College","Professional","Yes","United States","HighSpend"
2236,"M","M","Partial College","Professional","Yes","United States","HighSpend"
2237,"M","M","Partial College","Professional","Yes","United States","HighSpend"
2238,"M","M","Bachelors","Management","No","United States","HighSpend"
2239,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2240,"M","M","Partial High School","Skilled Manual","Yes","Canada","MediumSpend"
2241,"M","M","Bachelors","Management","Yes","United States","HighSpend"
2242,"M","F","Partial High School","Skilled Manual","Yes","Canada","HighSpend"
2243,"S","M","Partial College","Professional","Yes","United States","HighSpend"
2244,"S","F","High School","Professional","Yes","United States","HighSpend"
2245,"M","M","High School","Professional","Yes","United States","HighSpend"
2246,"M","M","Partial College","Professional","No","United States","HighSpend"
2247,"M","F","High School","Professional","Yes","United States","HighSpend"
2248,"M","M","High School","Professional","Yes","United States","HighSpend"
2249,"M","F","High School","Professional","Yes","United States","MediumSpend"
2250,"M","M","Partial College","Professional","Yes","Canada","HighSpend"
2251,"M","F","Partial College","Professional","Yes","United States","HighSpend"
2252,"M","M","Partial College","Professional","Yes","United Kingdom","HighSpend"
2253,"M","F","Partial College","Professional","Yes","United Kingdom","HighSpend"
2254,"M","F","Partial College","Professional","Yes","United Kingdom","HighSpend"
2255,"M","F","Partial College","Professional","Yes","United Kingdom","HighSpend"
2256,"M","M","Partial College","Professional","Yes","Germany","HighSpend"
2257,"S","F","Partial College","Professional","No","Germany","HighSpend"
2258,"M","M","Partial College","Professional","Yes","Germany","HighSpend"
2259,"M","F","Partial College","Professional","Yes","Germany","HighSpend"
2260,"M","M","Partial College","Professional","No","Germany","HighSpend"
2261,"M","M","Partial College","Professional","Yes","Germany","HighSpend"
2262,"M","F","Partial College","Professional","No","Germany","HighSpend"
2263,"M","M","High School","Professional","Yes","United Kingdom","HighSpend"
2264,"S","F","Partial College","Professional","Yes","France","HighSpend"
2265,"M","F","High School","Professional","Yes","Germany","HighSpend"
2266,"S","M","High School","Professional","Yes","Germany","HighSpend"
